cotizacion_codigo,centro_costos,rq_codigo,cliente,unidad,solicitante,fecha_rq,tipo_principal,estado,descripcion_resumen,cantidad_items,origen,observaciones,prioridad
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-026_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-24,GASTOS GENERALES,PENDIENTE,"STICKER DE FLECHAS DIRECCIONALES PARA TUBERIA DE AIRE , FONDO AZUL, FLECHA DE COLOR BLANCO,",5,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-026_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-09,CONSUMIBLES,PENDIENTE,CONECTOR A/B COBRE 5/8,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-027_2025,TRAFIGURA,U.M. CATALINA HUANCA,,2025-12-29,GASTOS GENERALES,PENDIENTE,"EQUIPO DE COMPUTO , DEL TIPO LAPTOP, CON 8 GB DE MEMORIA RAM, DISCO SOLIDO MINIMO DE 256 GB",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-027_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-09,EPPs,PENDIENTE,ZAPATO DIELECTRICO TALLA 42,55,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-028_2025,TRAFIGURA,U.M. CATALINA HUANCA,,2025-12-29,EPPs,,ZAPATO DIELECTRICO TALLA 40,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-028_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-10,SUB CONTRATOS,,ALQUILER CAMION,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-029_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-30,CONSUMIBLES,,"BARRA ANTIPANICO VERTICAL CON CREMONA, TIPO PUSH, ACABADO CON PINTURA
ELECTROSTATICA COLOR ALUMINIO, DORTEC, CERTIFICACION UL ( con extension de varilla
hasta 3 mtrs) DOS PUNTOS",2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-029_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-13,CONSUMIBLES,,CONECTOR A/B DE COBRE 5/8,4,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-030_2025 ,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-02,EQUIPOS,,"TELUROMETRO DIGITAL, RESISTENCIA, RESISTIVIDAD, MARCA: MEGABRAS, MODELO MTD-20KWE, NS: 19H3005, CODIGO : EKA-094-4385",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-030_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-19,EPPS,,LENTE MSA MOD MASTER A/F L/CLARA 2803473 GH5000CLAF - MSA,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-031_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-20,CONSUMIBLES,,"CONECTOR 1/4"" MACHO MACHO INOX-",1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-032_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-19,SUB CONTRATOS,,SERVICIO CALIBRACION PINZA AMPERIMETRICA 1000A,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-033_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-20,GASTOS GENERALES,PENDIENTE,CANGURO PORTA GUANTES,39,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-034_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-23,GASTOS GENERALES,ATENCION COMPLETA,AGUA MINERAL 20LT,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-035_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-24,CONSUMIBLES,ATENCION COMPLETA,Servicio de muestro de llave,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-036_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-25,EPPs,ATENCION COMPLETA,CONJUNTO DOS CUERPOS SALPICADURAS D/ MATERIAL FUNDIDO - ZINC PLANTA FUSION Y MOLDEO T-XXL INCLUYE CAPUCHA y nivel ATPV 25 cal/cm2 de proteccion tipo 3 Marca repel teck modelo - 260 px,10,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-037_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-27,EPPs,PENDIENTE,Lentes de seguridad google segun standar de cjm,17,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-038_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-03,CONSUMIBLES,PENDIENTE,PRISIONERO INOX NC C-304 M12 X35,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-039_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-03,EPPs,PENDIENTE,RESPIRADOR MEDIA CARA,43,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-040_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-04,HERRAMIENTAS,ATENCION COMPLETA,MALETA DE HERRAMIENTAS (ELECTRICISTA)-COMPLETO,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-041_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-06,CONSUMIBLES,ATENCION COMPLETA,CARTUCHOS PARA ROTULADORA,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-042_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-12,MATERIALES,ATENCION COMPLETA,"CONECTOR CONDUIT CURVO 3/4""",7,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-043_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-12,EPPs,PENDIENTE,TRAJE TYVEK 500,66,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-044_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-16,CONSUMIBLES,PENDIENTE,"""BARRA ANTIPANICO VERTICAL CON CREMONA, TIPO PUSH, ACABADO CON PINTURA
ELECTROSTATICA COLOR ALUMINIO, DORTEC, CERTIFICACION UL ( con extension de varilla
hasta 3 mtrs) DOS PUNTOS""",2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-045_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-16,SERVICIOS,PENDIENTE,SERVICIO CALIBRACION TELUROMETRO,8,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-046_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-17,CONSUMIBLES,PENDIENTE,TERMINAL TIPO TUBULAR 70mm2,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-047_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-23,EQUIPOS,PENDIENTE,SERVICIO CALIBRACION PINZA AMPERIMETRICA 1000A,1,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-048_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-23,CONSUMIBLES,PENDIENTE,PORTAPLANO A1 EN ACRILICO AMBOS LADOS CON CINTA DOBLE CONTACTO MEDIDAS 594 X 841 MM,2,excel,,
FOR-EKA-PRO-3_2025-143,LIC-CJM-2024-05,RQ-CJM075-049_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-24,,PENDIENTE,"Sensores Telemecanique Zcmd25 1Nc/1No Cuerpo de interruptor de límite miniatura Nema 4X, 6P, ZCMD25 - TELEMECANIQUE",1,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-01,SUB CONTRATOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 50 KW CONFIGURACION 220VCA, TRIFASICO, 60 Hz
   FECHA DE INGRESO A CJM              : 16-12-2025
   FECHA DE OPERACIÓN                        : 17-12-2025
   FECHA DE DESMOVILIZACIÓN          : 18-12-2025
   HORAS DE FUNCIONAMIENTO          : 06  HORAS	
   COMBUSTIBLE                                          : CONSIDERAR TNK LLENO",7,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-001_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-06,SUB CONTRATOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 50 KW CONFIGURACION 220VCA, TRIFASICO, 60 Hz
   FECHA DE INGRESO A CJM              : 20-01-2026
   FECHA DE OPERACIÓN                        : 21-01-2026
   FECHA DE DESMOVILIZACIÓN          : 22-01-2026
   HORAS DE FUNCIONAMIENTO          : 06  HORAS	
   COMBUSTIBLE                                          : CONSIDERAR TNK LLENO CON COMBUSTIBLE",4,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-002_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-16,HERRAMIENTAS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 50 KW CONFIGURACION 220VCA, TRIFASICO, 60 Hz
  FECHA DE INGRESO A CJM : 20-01-2026
  FECHA DE OPERACIÓN : 21-01-2026
  FECHA DE DESMOVILIZACIÓN : 22-01-2026
  HORAS DE FUNCIONAMIENTO : 06 HORAS 
  COMBUSTIBLE : CONSIDERAR TNK LLENO CON COMBUSTIBLE",4,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-003_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-16,SUB CONTRATOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 100 KW CONFIGURACION 220VCA, TRIFASICO, 60 Hz
   FECHA DE INGRESO A CJM              : 17-02-2026
   FECHA DE OPERACIÓN                        : 18-02-2026
   FECHA DE DESMOVILIZACIÓN          : 19-02-2026
   HORAS DE FUNCIONAMIENTO          : 12  HORAS	
   COMBUSTIBLE                                          : CONSIDERAR TNK LLENO CON COMBUSTIBLE
CONSIDERAR                                                   : OPERADOR DE GRUPO ELECTROGENO",4,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-004_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-17,SUB CONTRATOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 50 KW CONFIGURACION 220VCA, TRIFASICO, 60 Hz
  FECHA DE INGRESO A CJM : 17-02-2026
  FECHA DE OPERACIÓN : 18-02-2026
  FECHA DE DESMOVILIZACIÓN : 19-02-2026
  HORAS DE FUNCIONAMIENTO : 12 HORAS 
  COMBUSTIBLE : CONSIDERAR TNK LLENO CON COMBUSTIBLE
 CONSIDERAR",4,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-005_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-26,SUB CONTRATOS,PENDIENTE,SERVICIO DE TRANSPORTE CAMION PARA GE (TRASLADO DE GRUPO ELECTROGENO,1,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-006_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-04,EQUIPOS,PENDIENTE,"ALQUILER GRUPO ELECTROGENO 100 KW CONFIGURACION 440VCA, TRIFASICO, 60 Hz
 FECHA DE INGRESO A CJM : 10-03-2026
 FECHA DE OPERACIÓN : 11-03-2026
 FECHA DE DESMOVILIZACIÓN : 12-03-2026
 HORAS DE FUNCIONAMIENTO : 8 HORAS 
 COMBUSTIBLE : CONSIDERAR TNK LLENO CON COMBUSTIBLE
 CONSIDERAR : OPERADOR DE GRUPO ELECTROGENO",16,excel,,
FOR-EKA-PRO-3_2025-143(GE),LIC-CJM-2024-05(GE),RQ-CJM081-007_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-09,SUB CONTRATOS,PENDIENTE,"ALQUILER
    GRUPO ELECTROGENO250 KW CONFIGURACION 440VCA, TRIFASICO, 60 Hz
    FECHA DE INGRESO A CJM : 18-03-2026
    FECHA DE OPERACIÓN : 19-03-2026
    FECHA DE DESMOVILIZACIÓN : 20-03-2026
    HORAS DE FUNCIONAMIENTO : 12 HORAS
    COMBUSTIBLE : CONSIDERAR TNK LLENO CON COMBUSTIBLE
    CONSIDERAR : OPERADOR DE GRUPO ELECTROGENO",7,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-12-01,MANO DE OBRA DIRECTA,PENDIENTE,INGENIERO SUPERVISOR DE MANTENIMIENTO ELECTRICO,31,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-001_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-06,MANO DE OBRA DIRECTA,PENDIENTE,INGENIERO SUPERVISOR DE MANTENIMIENTO ELECTRICO,31,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-004_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-02,MANO DE OBRA DIRECTA,PENDIENTE,TECNICOS ELECTRICISTAS,3,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-005_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-02,EQUIPOS,ATENCION COMPLETA,BOLSAS CANGURO PORTA RESPIRADOR DE MEDI CARA,29,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-007_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-04,HERRAMIENTAS,PENDIENTE,MALETA DE HERRAMIENTAS (ELECTRICISTA)-COMPLETO,2,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-008_2026,NEXA,REFINERIA CAJAMARQUILLA,,,HERRAMIENTAS,PENDIENTE,EXTINTOR DE 12 KG,4,excel,,
FOR-EKA-PRO-3_2025-143(MO),LIC-CJM-2024-05(MO),RQ-CJM082-009_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-03-06,SUB CONTRATOS,PENDIENTE,BASES FIJAS CORONAS,7,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-001_2025 ,NEXA,U.M. CERRO LINDO,,2025-07-09,GASTOS GENERALES,ATENCION COMPLETA,MICAS A4,205,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-001_2026,NEXA,U.M. CERRO LINDO,,2026-01-19,MATERIALES,PENDIENTE,THINNER ANYPSA,28,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-002_2025 ,NEXA,U.M. CERRO LINDO,,2025-07-17,SUB CONTRATOS,PENDIENTE,CAMIONETA 4X4,1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-002_2026,NEXA,U.M. CERRO LINDO,,2026-01-23,SUB CONTRATOS,PENDIENTE,ALQUILER DE CAMIONETA S/CONDUCTOR  COENCO X DIA  (x 14 dias ),1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-003_2025 ,NEXA,U.M. CERRO LINDO,,2025-07-30,GASTOS GENERALES,PENDIENTE,CHISPITA MARIPOSA,7,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-003_2026,NEXA,U.M. CERRO LINDO,,,MATERIALES,PENDIENTE,"ADAPTADOR 2"" NPT MACHO - 2"" JIC MACHO",1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-004_2025 ,NEXA,U.M. CERRO LINDO,,2025-10-23,GASTOS GENERALES,PENDIENTE,CAMIONETA 4X4,4,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-004_2026,NEXA,U.M. CERRO LINDO,,2025-12-29,SUB CONTRATOS,PENDIENTE,CUSTER,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-005_2025,NEXA,U.M. CERRO LINDO,,2025-08-11,GASTOS GENERALES,PENDIENTE,MICA A4  (PAQT X 10 ),158,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-005_2026,NEXA,U.M. CERRO LINDO,,2026-01-30,SUB CONTRATOS,PENDIENTE,CAMIONETA (unidad + conductor) - a partir del 29.01.26 al 04.02.26,1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-006_2025,NEXA,U.M. CERRO LINDO,,2025-08-13,GASTOS GENERALES,PENDIENTE,FRAZADAS,6,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-006_2026,NEXA,U.M. CERRO LINDO,,2026-02-11,EPPs,PENDIENTE,POLOS MANGA LARGA TALLA SEGÚN LISTADO,17,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-007_2025,NEXA,U.M. CERRO LINDO,,2025-08-18,ECONOMATOS,ATENCION COMPLETA,REGLA DE 30 CM,42,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-007_2026,NEXA,U.M. CERRO LINDO,,2026-02-20,SUB CONTRATOS,PENDIENTE,CAMIONETA,1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-008_2025,NEXA,U.M. CERRO LINDO,,2025-09-10,EPPS,PENDIENTE,ZAPATO BADANA VULC. DIELEC. C/VAQUELITA T.39- FAJ,13,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-008_2026,NEXA,U.M. CERRO LINDO,,2026-02-25,MATERIALES,ATENCION COMPLETA,Bandeja portacables tipo TEE 400x100 de color naranja,23,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-009_2025,NEXA,U.M. CERRO LINDO,,2025-09-11,HERRAMIENTAS,ATENCION PARCIAL,PISTOLA DE CALOR,22,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-009_2026,NEXA,U.M. CERRO LINDO,,2026-03-19,SUB CONTRATOS,PENDIENTE,CAMIONETA,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-010_2025,NEXA,U.M. CERRO LINDO,,2025-09-19,MATERIALES,PENDIENTE,Perno partido con espiga (el mismo que enviaron),27,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-011_2025,NEXA,U.M. CERRO LINDO,,2025-09-30,EPPs,PENDIENTE,Lentes de seguridad luna clara,9,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-012_2025,NEXA,U.M. CERRO LINDO,,2025-10-07,CONSUMIBLES,PENDIENTE,FOR-EKA-SSO-30 formato petar version 5,7,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-013_2025,NEXA,U.M. CERRO LINDO,,2025-10-14,MATERIALES,PENDIENTE,"CLAVO DE 3""",4,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-014_2025,NEXA,U.M. CERRO LINDO,,2025-10-24,GASTOS GENERALES,PENDIENTE,MICAS A4,112,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-015_2025,NEXA,U.M. CERRO LINDO,,2025-10-31,ECONOMATOS,PENDIENTE,SILLA GIRATORIA,9,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-016_2025,NEXA,U.M. CERRO LINDO,,2025-11-28,EPPs,PENDIENTE,POLO Y PANTALON,9,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-017_2025,NEXA,U.M. CERRO LINDO,,2025-12-01,GASTOS GENERALES,PENDIENTE,AGUA MINERAL 20LT,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-018_2025,NEXA,U.M. CERRO LINDO,,2025-12-05,GASTOS GENERALES,PENDIENTE,CAMIONETA 4X4,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-019_2025,NEXA,U.M. CERRO LINDO,,2025-12-11,GASTOS GENERALES,PENDIENTE,AGUA MINERAL 20LT,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-020_2025,NEXA,U.M. CERRO LINDO,,2025-12-11,GASTOS GENERALES,PENDIENTE,MICAS A4,42,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-021_2025,NEXA,U.M. CERRO LINDO,,2025-12-16,SUB CONTRATOS,PENDIENTE,SERVICIO DE ALQUILER DE CAMIONETA,2,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-022_2025,NEXA,U.M. CERRO LINDO,,2025-12-18,EPPS,PENDIENTE,BOTA NITRO METATARSAL 38 CM NEGRO/AMAR F/ AZUL T/44,1,excel,,
FOR-EKA-PRO-3_2025-154,4518418321,RQ-UMCL010-023_2025,NEXA,U.M. CERRO LINDO,,2026-01-02,GASTOS GENERALES,PENDIENTE,BIDON DE AGUA 20LT,2,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-001_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-11,MATERIALES,PENDIENTE,"Bombas de Dosificación
Tipo: Peristáltica.
Caudal: 280 l/h @ 33 RPM (operación). Presión: 10 bar (máx.). Potencia: 0.55 kW (máx.).Conexionado: 1"" x 1"". Manguera: Natural Rubber. Carcasa: Hierro fundido. ALH20",52,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-001_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-07,MATERIALES,PENDIENTE,"Marcador termocontraible , Cod: RSFR-M-3X-9.5-50-2.5K-W color blamco",12,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-002_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-12,MATERIALES,PENDIENTE,1423500 Rittal gabinete KS poliester 300X200X150 c/platina,85,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-002_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-08,EPPs,PENDIENTE,RESPIRADOR MEDIA CARA 7502 3M,8,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-003_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-19,CONSUMIBLES,PENDIENTE,tyvek dupont 600 plus,83,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-003_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-12,SUB CONTRATOS,ATENCION COMPLETA,SERVICIO DE PROGRAMACIÓN E INTEGRACIÓN ,1,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-003-2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-15,MATERIALES,ATENCION COMPLETA,ROTULO EN ACRILICO,22,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-004_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-29,EQUIPOS,ATENCION COMPLETA,PINZA AMPERIMETRICA FLUKE,8,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-004_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-01-15,GASTOS GENERALES,ATENCION COMPLETA,CINTA ANTIÁCIDA,5,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-005_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-26,EQUIPOS,ATENCION COMPLETA,manta dialectrica clase 0  / 1x5m,16,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-005_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-05,SUB CONTRATOS,ATENCION COMPLETA,SERVICIO DE REPARACIÓN VENTILADOR 440V,1,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-006_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-09-29,MATERIALES,PENDIENTE,"FLUJOMETRO
1. Fluido: AGUA
2. Porcentaje de sólidos presente en la solución:1%                   
3. Flujo mínimo, nominal, máximo: 
Mínimo= 6m3/h
Nominal= 9.72 m3/h
Máximo= 10.5 m3/h
4.  Presión de proceso: 4 bar
5.  Presión máxima de proceso: 6 bar
6. Temperatura de proceso: 20° C
7. Temperatura máxima de proceso: 60 ° C
8. Confirmar el diámetro de la tubería de proceso: 2”
9. Material de la tubería de proceso: inoxidable
10. El flujómetro será compacto (indicador montado
en el tubo sensor) o versión remota (indicador 
separado del tubo sensor): Remoto
11. De ser remoto indicar la distancia de separación 
entre el tubo sensor e indicador remoto para 
considerar el cable de conexión (m): 20 mts
12. Salida electrónica: 4..20mA/HART
13.  Material de las bridas de conexión 
(acero al carbono o acero inoxidable): inoxidable
14.  Voltaje de alimentación disponible para el medidor: 120VAC


",11,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-006_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-05,EPPs,ATENCION PARCIAL,"UNIFORME TRIPLE PROTECCIÓN (ANTIÁCIDO, ANTIFLAMA, DIELECTRICO)",6,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-007_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-10,EPPs,ATENCION COMPLETA,ZAPATO DE DIELECTRICO TALLA 42,4,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-007_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-16,SUB CONTRATOS,ATENCION COMPLETA,SUB-CONTRATACION _ HABILITACIÓN Y FABRICACIÓN DE TUBERÍAS BYPASS,1,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-008_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-03,SUB CONTRATOS,ATENCION COMPLETA,MANLIFT,2,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-008_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-17,CONSUMIBLES,ATENCION PARCIAL,TRAJE DESCARTABLE TYVRK 600 TALLA L,7,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-009_2025,NEXA,REFINERIA CAJAMARQUILLA,,2025-10-10,MATERIALES,PENDIENTE,"INDICADOR DE NIVEL LOCAL
•Tipo roller ip54
•temperatura de 120 grados
• brackets en acero inox
•visor resina plastica 2,23 mt
•incluye abrazadera en inox
•señal salida de 4 a 20 ma",1,excel,,
FOR-EKA-PRO-3_2025-175_REV05,4518748504,RQ-CJM071-009_2026,NEXA,REFINERIA CAJAMARQUILLA,,2026-02-18,CONSUMIBLES,PENDIENTE,MASILLA PLASTICA,3,excel,,
